"zone","section","Sea.Lettuce","Rockweed","Sea.Moss","Turkish.Towel","Turkish.Washcloth","Sea.Cauliflower","Witches.Hair","Iridescent.Algae","Green.Turfweed","Brown.Turfweed","Sargassum","Tar.Spot.Algae","Crustose.Coralline.Algae","Filamentous.Red.Algae","Other.Green.Algae","Other.Brown.Algae","Other.Red.Algae"
NA,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NA,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NA,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
NA,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NA,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NA,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,2,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
NA,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
NA,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
NA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NA,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NA,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NA,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NA,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NA,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NA,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,2,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
NA,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NA,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
NA,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
NA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NA,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
NA,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NA,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
NA,2,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
NA,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NA,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NA,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,6,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NA,6,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NA,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,6,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NA,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,6,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
NA,6,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
NA,6,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
NA,6,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
NA,6,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
NA,6,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
NA,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NA,6,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
NA,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NA,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NA,6,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
NA,6,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NA,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
NA,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
NA,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
NA,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
NA,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NA,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
NA,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NA,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
NA,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NA,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NA,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NA,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NA,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NA,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NA,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NA,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
NA,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NA,4,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
NA,4,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
NA,4,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
NA,4,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
NA,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NA,4,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
NA,4,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
NA,4,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
NA,4,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NA,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NA,4,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0
NA,4,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
NA,4,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
NA,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
NA,4,NA,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
NA,4,NA,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
NA,4,NA,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
NA,4,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NA,4,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
NA,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
NA,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
NA,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
NA,4,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
NA,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
NA,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NA,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NA,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NA,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NA,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NA,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NA,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NA,5,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NA,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NA,5,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
NA,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NA,5,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
NA,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NA,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NA,5,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NA,5,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
NA,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NA,5,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
NA,5,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
NA,5,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
NA,5,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NA,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,5,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
NA,5,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NA,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NA,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NA,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
NA,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NA,8,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
NA,8,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
NA,8,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
NA,8,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
NA,8,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
NA,8,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
NA,8,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
NA,8,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
NA,8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
NA,8,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
NA,8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NA,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NA,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
NA,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,8,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
NA,8,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
NA,8,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
NA,8,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NA,8,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
NA,8,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
NA,8,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NA,8,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NA,8,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
NA,8,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
NA,8,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
NA,8,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
NA,8,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
NA,8,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0
NA,8,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
NA,8,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NA,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,8,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
NA,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,8,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
